selected,Date,Type,No.,Payee,Category,Total,Approval Status,Action
,07/22/2024,Expense,,Vaca Printing,--Split--,63.79,,
,07/18/2024,Expense,,,Advertising & Marketing,2000,,
,07/18/2024,Expense,,Google,Advertising & Marketing,500,,
,07/18/2024,Expense,,Facebook,Advertising & Marketing,100,,
,07/16/2024,Expense,,Mailchimp,Advertising & Marketing,39.25,,
,07/15/2024,Expense,,Facebook,Advertising & Marketing,100,,
,07/15/2024,Expense,,HighLevel Agency,Advertising & Marketing,97,,
,07/15/2024,Expense,,Facebook,Advertising & Marketing,100,,
,07/12/2024,Expense,,Google,Advertising & Marketing,500,,
,07/12/2024,Expense,,Facebook,Advertising & Marketing,100,,
,07/09/2024,Expense,,Cimico Signs,Advertising & Marketing,287.19,,
,07/09/2024,Expense,,Facebook,Advertising & Marketing,100,,
,07/07/2024,Expense,,Google,Advertising & Marketing,500,,
,07/05/2024,Expense,,Facebook,Advertising & Marketing,29.7,,
,07/05/2024,Expense,,Facebook,Advertising & Marketing,2.27,,
,07/04/2024,Expense,,Facebook,Advertising & Marketing,100,,
,07/02/2024,Expense,,Rankleads,Advertising & Marketing,3250,,
,07/01/2024,Expense,,Facebook,Advertising & Marketing,100,,
,07/01/2024,Expense,,Yelp,Advertising & Marketing,180,,
,06/30/2024,Expense,,Google,Advertising & Marketing,393.94,,
,06/29/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/28/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/27/2024,Expense,,Google,Advertising & Marketing,500,,
,06/25/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/23/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/23/2024,Expense,,,Advertising & Marketing,50,,
,06/22/2024,Expense,,Google,Advertising & Marketing,500,,
,06/22/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/20/2024,Expense,,Google,Advertising & Marketing,500,,
,06/19/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/18/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/18/2024,Expense,,Facebook,Advertising & Marketing,0.22,,
,06/16/2024,Expense,,Mailchimp,Advertising & Marketing,39.25,,
,06/15/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/15/2024,Expense,,Google,Advertising & Marketing,500,,
,06/15/2024,Expense,,HighLevel Agency,Advertising & Marketing,97,,
,06/14/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/12/2024,Expense,,Polymaker 3D Printing,Advertising & Marketing,31.92,,
,06/11/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/11/2024,Expense,,Google,Advertising & Marketing,500,,
,06/11/2024,Expense,,Fiverr,Advertising & Marketing,9.62,,
,06/10/2024,Expense,,Fiverr,Advertising & Marketing,49.98,,
,06/09/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/07/2024,Expense,,Google,Advertising & Marketing,500,,
,06/07/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/06/2024,Expense,,Fiverr,Advertising & Marketing,18.33,,
,06/05/2024,Expense,,Facebook,Advertising & Marketing,1,,
,06/05/2024,Expense,,Facebook,Advertising & Marketing,13.42,,
,06/05/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/04/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/03/2024,Expense,,HighLevel Agency,Advertising & Marketing,10,,
,06/02/2024,Expense,,Rankleads,Advertising & Marketing,3250,,
,06/02/2024,Expense,,Facebook,Advertising & Marketing,100,,
,06/01/2024,Expense,,Yelp,Advertising & Marketing,180,,
,06/01/2024,Expense,,Google,Advertising & Marketing,521.71,,
,05/31/2024,Expense,,Indeed,Advertising & Marketing,157.88,,
,05/31/2024,Expense,,Fiverr,Advertising & Marketing,79.13,,
,05/30/2024,Expense,,Facebook,Advertising & Marketing,100,,
,05/29/2024,Expense,,Facebook,Advertising & Marketing,100,,
,05/26/2024,Expense,,Facebook,Advertising & Marketing,100,,
,05/25/2024,Expense,,Facebook,Advertising & Marketing,100,,
,05/25/2024,Expense,,Google,Advertising & Marketing,500,,
,05/23/2024,Expense,,Facebook,Advertising & Marketing,100,,
,05/20/2024,Expense,,Google,Advertising & Marketing,500,,
,05/20/2024,Expense,,Facebook,Advertising & Marketing,75,,
,05/18/2024,Expense,,Facebook,Advertising & Marketing,75,,
,05/16/2024,Expense,,Mailchimp,Advertising & Marketing,39.25,,
,05/15/2024,Expense,,HighLevel Agency,Advertising & Marketing,97,,
,05/15/2024,Expense,,Facebook,Advertising & Marketing,50,,
,05/14/2024,Expense,,Fiverr,Advertising & Marketing,13.05,,
,05/13/2024,Expense,,Facebook,Advertising & Marketing,35,,
,05/12/2024,Expense,,Google,Advertising & Marketing,500,,
,05/12/2024,Expense,,Facebook,Advertising & Marketing,25,,
,05/10/2024,Expense,,Facebook,Advertising & Marketing,15,,
,05/09/2024,Expense,,Facebook,Advertising & Marketing,10,,
,05/09/2024,Expense,,Facebook,Advertising & Marketing,7,,
,05/08/2024,Expense,,Facebook,Advertising & Marketing,5,,
,05/08/2024,Expense,,Facebook,Advertising & Marketing,7,,
,05/08/2024,Expense,,Vaca Printing,--Split--,1.49,,
,05/07/2024,Expense,,Facebook,Advertising & Marketing,2,,
,05/07/2024,Expense,,Facebook,Advertising & Marketing,2,,
,05/07/2024,Expense,,Facebook,Advertising & Marketing,2,,
,05/07/2024,Expense,,Facebook,Advertising & Marketing,3,,
,05/07/2024,Expense,,Facebook,Advertising & Marketing,2,,
,05/06/2024,Expense,,Facebook,Advertising & Marketing,2,,
,05/06/2024,Expense,,Facebook,Advertising & Marketing,2,,
,05/02/2024,Expense,,Rankleads,Advertising & Marketing,3250,,
,05/01/2024,Expense,,Google,Advertising & Marketing,506.14,,
,05/01/2024,Expense,,Yelp,Advertising & Marketing,180,,
,04/30/2024,Expense,,Indeed,Advertising & Marketing,44.56,,
,04/27/2024,Expense,,WOXAL Agency,Advertising & Marketing,1851.02,,
,04/26/2024,Expense,,Vaca Printing,--Split--,32.16,,
,04/24/2024,Expense,,Digital Guider,Advertising & Marketing,0,,
,04/24/2024,Expense,,Digital Guider,Advertising & Marketing,351,,
,04/22/2024,Expense,,Polymaker 3D Printing,Advertising & Marketing,48.13,,
,04/01/2025,Expense,,EverJune Intercompany,Accrued Rent,8346.79,,
,03/03/2025,Expense,,EverJune Intercompany,Accrued Rent,8346.79,,
,02/03/2025,Expense,,EverJune Intercompany,Accrued Rent,8346.79,,
,01/02/2025,Expense,,EverJune Intercompany,Accrued Rent,8346.79,,
,12/02/2024,Expense,,EverJune Intercompany,Accrued Rent,8346.79,,
,11/01/2024,Expense,,EverJune Intercompany,Accrued Rent,8346.79,,
,11/01/2024,Expense,,EverJune Intercompany,Accrued Rent,5601.75,,
,04/01/2025,Expense,FCCFFO851,Full Cycle CFO,--Split--,2545.5,,
,03/01/2025,Expense,FCCFO_ASK817,Full Cycle CFO,--Split--,2545.5,,
,02/01/2025,Expense,FCCFO_ASK769,Full Cycle CFO,--Split--,2545.5,,
,01/01/2025,Expense,FCCFO_ASK744,Full Cycle CFO,--Split--,2545.5,,
,12/01/2024,Expense,FCCFO_ASK723,Full Cycle CFO,--Split--,2545.5,,
,11/01/2024,Expense,FCCFO_ASK699,Full Cycle CFO,--Split--,2545.5,,
,10/01/2024,Expense,FCCFO_ASK671,Full Cycle CFO,--Split--,2542,,
,09/01/2024,Expense,FCCFO_ASK644,Full Cycle CFO,--Split--,2542,,
,08/01/2024,Expense,FCCFO_ASK624,Full Cycle CFO,--Split--,2542,,
,07/02/2024,Expense,,Full Cycle CFO,--Split--,2542,,
,06/04/2024,Expense,,Full Cycle CFO,--Split--,2542,,
,05/08/2024,Expense,,Full Cycle CFO,--Split--,2570.45,,
,04/30/2024,Expense,,1800 Accountant,Accounting Fees,365,,
,04/01/2025,Expense,Tesla Apr 2025,Tesla,--Split--,1754.59,,
,03/01/2025,Expense,Tesla Mar 2025,Tesla,--Split--,1754.59,,
,02/01/2025,Expense,Tesla Feb 2025,Tesla,--Split--,1754.59,,
,01/01/2025,Expense,Tesla Jan 2025,Tesla,--Split--,1754.59,,
,12/01/2024,Expense,Tesla Dec 2024,Tesla,--Split--,1754.59,,
,11/01/2024,Expense,Tesla Nov2024,Tesla,--Split--,1754.59,,
,10/01/2024,Expense,TeslaOct2024,Tesla,--Split--,1754.59,,
,09/01/2024,Expense,Tesla09-01-2024,Tesla,--Split--,1754.59,,
,08/01/2024,Expense,TL-Aug 2024,Tesla,--Split--,1754.59,,
,07/19/2024,Expense,TAL-7-19-24,Tesla,--Split--,1754.59,,
,06/20/2024,Expense,TL-6-20-24,Tesla,--Split--,1754.59,,
,04/18/2025,Credit Card Payment,,Chase CC,,15000,,
,04/14/2025,Credit Card Payment,,Chase CC,,21412.36,,
,04/11/2025,Credit Card Payment,,Chase CC,,15000,,
,04/09/2025,Credit Card Payment,,American Express,,7205.67,,
,04/01/2025,Credit Card Payment,,Chase CC,,10000,,
,03/31/2025,Credit Card Payment,,Chase CC,,15000,,
,03/25/2025,Credit Card Payment,,American Express,,10000,,
,03/25/2025,Credit Card Payment,,American Express,,10000,,
,03/25/2025,Credit Card Payment,,Chase CC,,20000,,
,03/24/2025,Credit Card Payment,,Chase CC,,10000,,
,03/24/2025,Credit Card Payment,,Chase CC,,10000,,
,03/21/2025,Credit Card Payment,,Chase CC,,10000,,
,03/21/2025,Credit Card Payment,,Chase CC,,10000,,
,03/21/2025,Credit Card Payment,,Chase CC,,5000,,
,03/18/2025,Credit Card Payment,,Chase CC,,10000,,
,03/17/2025,Credit Card Payment,,Chase CC,,20000,,
,03/14/2025,Credit Card Payment,,Chase CC,,10000,,
,03/14/2025,Credit Card Payment,,,,232,,
,03/11/2025,Credit Card Payment,,Chase CC,,5771.23,,
,03/11/2025,Credit Card Payment,,Chase CC,,10000,,
,03/05/2025,Credit Card Payment,,Chase CC,,20000,,
,03/05/2025,Credit Card Payment,,Chase CC,,7000,,
,02/27/2025,Credit Card Payment,,Chase CC,,5000,,
,02/25/2025,Credit Card Payment,,Chase CC,,7000,,
,02/25/2025,Credit Card Payment,,Chase CC,,17051.6,,
,02/24/2025,Credit Card Payment,,Chase CC,,14000,,
,02/20/2025,Credit Card Payment,,Chase CC,,15000,,
,02/11/2025,Credit Card Payment,,Chase CC,,20000,,
,02/05/2025,Credit Card Payment,,Chase CC,,10356.79,,
,01/29/2025,Credit Card Payment,,Chase CC,,20000,,
,01/23/2025,Credit Card Payment,,Chase CC,,12000,,
,01/23/2025,Credit Card Payment,,Chase CC,,10000,,
,01/17/2025,Credit Card Payment,,American Express,,10000,,
,01/17/2025,Credit Card Payment,,Chase CC,,15000,,
,01/14/2025,Credit Card Payment,,Chase CC,,12172.52,,
,01/07/2025,Credit Card Payment,,Chase CC,,5000,,
,01/07/2025,Credit Card Payment,,Chase CC,,15000,,
,12/30/2024,Credit Card Payment,,Chase CC,,10000,,
,12/30/2024,Credit Card Payment,,Chase CC,,15601.5,,
,12/19/2024,Credit Card Payment,,Chase CC,,10000,,
,11/25/2024,Credit Card Payment,,,,24006.02,,
,11/20/2024,Credit Card Payment,,,,10000,,
,11/12/2024,Credit Card Payment,,,,39762.57,,
,11/08/2024,Credit Card Payment,,,,9455.74,,
,10/22/2024,Credit Card Payment,,Chase CC,,10000,,
,10/21/2024,Credit Card Payment,,American Express,,10000,,
,10/16/2024,Credit Card Payment,,Chase CC,,15000,,
,10/01/2024,Credit Card Payment,,Chase CC,,10000,,
,09/30/2024,Credit Card Payment,,,,6493.99,,
,09/27/2024,Credit Card Payment,,Chase CC,,10000,,
,09/27/2024,Credit Card Payment,,Chase CC,,10000,,
,09/23/2024,Credit Card Payment,,Chase CC,,20000,,
,09/04/2024,Credit Card Payment,,Chase CC,,20000,,
,09/04/2024,Credit Card Payment,,Chase CC,,20000,,
,08/26/2024,Credit Card Payment,,Chase CC,,10000,,
,08/22/2024,Credit Card Payment,,,,10000,,
,08/16/2024,Credit Card Payment,,Chase CC,,15000,,
,08/06/2024,Credit Card Payment,,,,15000,,
,08/06/2024,Credit Card Payment,,,,10000,,
,07/30/2024,Credit Card Payment,,,,8445.71,,
,07/25/2024,Credit Card Payment,,Wells Fargo CC,,10000,,
,07/24/2024,Credit Card Payment,,,,14000,,
,07/23/2024,Credit Card Payment,,,,7000,,
,07/22/2024,Credit Card Payment,,,,414.71,,
,07/19/2024,Credit Card Payment,,Wells Fargo CC,,10000,,
,07/11/2024,Credit Card Payment,,,,5000,,
,07/03/2024,Credit Card Payment,,,,7000,,
,07/02/2024,Credit Card Payment,,Wells Fargo CC,,10000,,
,06/30/2024,Credit Card Payment,,,,10000,,
,06/26/2024,Credit Card Payment,,,,5000,,
,06/26/2024,Credit Card Payment,,Wells Fargo CC,,15000,,
,06/24/2024,Credit Card Payment,,,,2027.89,,
,06/18/2024,Credit Card Payment,,Wells Fargo CC,,10000,,
,06/18/2024,Credit Card Payment,,Wells Fargo CC,,10000,,
,06/10/2024,Credit Card Payment,,Wells Fargo CC,,6000,,
,06/06/2024,Credit Card Payment,,,,2000,,
,06/05/2024,Credit Card Payment,,Chase CC,,5000,,
,06/02/2024,Credit Card Payment,,,,10000,,
,05/28/2024,Credit Card Payment,,Wells Fargo CC,,5000,,
,05/22/2024,Credit Card Payment,,,,145.99,,
,05/19/2024,Credit Card Payment,,Chase CC,,7000,,
,05/19/2024,Credit Card Payment,,Chase CC,,9000,,
,05/14/2024,Credit Card Payment,,Chase CC,,10000,,
,05/13/2024,Credit Card Payment,,Wells Fargo CC,,10000,,
,05/12/2024,Credit Card Payment,,Wells Fargo CC,,10000,,
,05/08/2024,Credit Card Payment,,Wells Fargo CC,,10000,,
,05/08/2024,Credit Card Payment,,Wells Fargo CC,,8000,,
,05/06/2024,Credit Card Payment,,Wells Fargo CC,,10000,,
,05/03/2024,Credit Card Payment,,Chase CC,,12000,,
,05/01/2024,Credit Card Payment,,Chase CC,,5000,,
,04/29/2024,Credit Card Payment,,Chase CC,,5000,,
,04/29/2024,Credit Card Payment,,Chase CC,,5000,,
,04/26/2024,Credit Card Payment,,Chase CC,,5371.91,,
,04/26/2024,Credit Card Payment,,Chase CC,,6000,,
,04/22/2024,Credit Card Payment,,,,134.4,,
,04/22/2024,Credit Card Payment,,,,10000,,
